ParentLocationCode,ParentLocation,SpatialDimValueCode,Location,Year,Gender,Value
EUR,Europe,ITA,Italy,2014,Male,28.2
AFR,Africa,MUS,Mauritius,2014,Both sexes,28.2
EUR,Europe,ARM,Armenia,2014,Both sexes,28.3
EUR,Europe,BEL,Belgium,2014,Male,28.3
EUR,Europe,ROU,Romania,2014,Both sexes,28.3
AMR,Americas,URY,Uruguay,2014,Male,28.5
EUR,Europe,KGZ,Kyrgyzstan,2014,Both sexes,28.6
EUR,Europe,POL,Poland,2014,Both sexes,28.6
EMR,Eastern Mediterranean,TUN,Tunisia,2014,Both sexes,28.6
EUR,Europe,BLR,Belarus,2014,Both sexes,28.7
WPR,Western Pacific,BRN,Brunei Darussalam,2014,Male,28.8
EUR,Europe,LTU,Lithuania,2014,Both sexes,29.0
EUR,Europe,CHE,Switzerland,2014,Male,29.0
EUR,Europe,DEU,Germany,2014,Both sexes,29.1
EUR,Europe,RUS,Russian Federation,2014,Both sexes,29.3
EUR,Europe,AND,Andorra,2014,Female,29.5
WPR,Western Pacific,COK,Cook Islands,2014,Both sexes,29.5
AFR,Africa,GMB,Gambia,2014,Male,29.5
WPR,Western Pacific,MNG,Mongolia,2014,Both sexes,29.6
EUR,Europe,ESP,Spain,2014,Both sexes,29.6
AFR,Africa,KEN,Kenya,2014,Female,3.2
AMR,Americas,PAN,Panama,2014,Female,3.2
EMR,Eastern Mediterranean,TUN,Tunisia,2014,Female,3.4
AMR,Americas,BHS,Bahamas,2014,Female,3.5
SEAR,South-East Asia,LKA,Sri Lanka,2014,Female,3.5
SEAR,South-East Asia,THA,Thailand,2014,Female,3.6
WPR,Western Pacific,VUT,Vanuatu,2014,Female,3.6
EUR,Europe,KGZ,Kyrgyzstan,2014,Female,3.7
AFR,Africa,TZA,United Republic of Tanzania,2014,Female,3.7
AMR,Americas,HTI,Haiti,2014,Female,3.8
EMR,Eastern Mediterranean,KWT,Kuwait,2014,Female,3.9
EUR,Europe,ALB,Albania,2014,Both sexes,30.1
AMR,Americas,CUB,Cuba,2014,Both sexes,30.4
EUR,Europe,MLT,Malta,2014,Male,30.4
EUR,Europe,TUR,Turkey,2014,Both sexes,30.4
EUR,Europe,AUT,Austria,2014,Female,30.5
EUR,Europe,GEO,Georgia,2014,Both sexes,30.6
SEAR,South-East Asia,IND,India,2014,Both sexes,30.6
WPR,Western Pacific,TON,Tonga,2014,Both sexes,30.7
EMR,Eastern Mediterranean,SAU,Saudi Arabia,2014,Male,30.9
WPR,Western Pacific,WSM,Samoa,2014,Both sexes,31.0
EUR,Europe,BIH,Bosnia and Herzegovina,2014,Female,31.1
AFR,Africa,MDG,Madagascar,2014,Both sexes,31.2
EUR,Europe,DEU,Germany,2014,Male,31.5
EMR,Eastern Mediterranean,MAR,Morocco,2014,Male,31.7
EUR,Europe,SWE,Sweden,2014,Male,31.8
EUR,Europe,ESP,Spain,2014,Male,32.0
EUR,Europe,SVK,Slovakia,2014,Both sexes,32.1
EUR,Europe,CZE,Czechia,2014,Both sexes,32.2
AMR,Americas,ARG,Argentina,2014,Male,32.3
AFR,Africa,COM,Comoros,2014,Male,32.3
AMR,Americas,USA,United States of America,2014,Male,32.3
EUR,Europe,EST,Estonia,2014,Both sexes,32.4
EUR,Europe,HUN,Hungary,2014,Both sexes,32.4
EUR,Europe,AUT,Austria,2014,Both sexes,32.5
EUR,Europe,FRA,France,2014,Female,32.5
AFR,Africa,ZAF,South Africa,2014,Both sexes,32.5
WPR,Western Pacific,TUV,Tuvalu,2014,Female,32.8
EUR,Europe,SWE,Sweden,2014,Both sexes,32.9
EUR,Europe,HRV,Croatia,2014,Female,33.2
EUR,Europe,POL,Poland,2014,Male,33.2
EUR,Europe,PRT,Portugal,2014,Male,33.6
EUR,Europe,SWE,Sweden,2014,Female,33.9
EUR,Europe,AND,Andorra,2014,Both sexes,34.1
WPR,Western Pacific,COK,Cook Islands,2014,Male,34.3
AFR,Africa,SLE,Sierra Leone,2014,Male,34.3
EUR,Europe,AUT,Austria,2014,Male,34.4
EUR,Europe,GRC,Greece,2014,Female,34.5
EMR,Eastern Mediterranean,YEM,Yemen,2014,Male,34.5
EUR,Europe,FRA,France,2014,Both sexes,34.6
EUR,Europe,BGR,Bulgaria,2014,Female,36.0
EUR,Europe,HRV,Croatia,2014,Both sexes,36.1
EUR,Europe,ISR,Israel,2014,Male,36.1
EMR,Eastern Mediterranean,LBN,Lebanon,2014,Female,36.1
WPR,Western Pacific,JPN,Japan,2014,Male,36.5
AFR,Africa,SYC,Seychelles,2014,Male,36.6
EUR,Europe,CZE,Czechia,2014,Male,36.7
EUR,Europe,FRA,France,2014,Male,36.7
EUR,Europe,HUN,Hungary,2014,Male,36.9
EMR,Eastern Mediterranean,ARE,United Arab Emirates,2014,Male,36.9
SEAR,South-East Asia,NPL,Nepal,2014,Both sexes,37.0
AFR,Africa,DZA,Algeria,2014,Male,37.3
AFR,Africa,BWA,Botswana,2014,Male,37.3
EUR,Europe,LVA,Latvia,2014,Both sexes,37.5
EUR,Europe,CYP,Cyprus,2014,Both sexes,37.6
EMR,Eastern Mediterranean,PAK,Pakistan,2014,Male,37.9
EUR,Europe,ROU,Romania,2014,Male,38.2
SEAR,South-East Asia,IDN,Indonesia,2014,Both sexes,38.3
SEAR,South-East Asia,PRK,Democratic People's Republic of Korea,2014,Male,38.5
EUR,Europe,LTU,Lithuania,2014,Male,38.6
WPR,Western Pacific,SLB,Solomon Islands,2014,Both sexes,38.6
EUR,Europe,AND,Andorra,2014,Male,38.7
EUR,Europe,HRV,Croatia,2014,Male,38.9
WPR,Western Pacific,PLW,Palau,2014,Male,38.9
WPR,Western Pacific,KIR,Kiribati,2014,Female,39.2
EUR,Europe,SVK,Slovakia,2014,Male,39.5
EUR,Europe,BIH,Bosnia and Herzegovina,2014,Both sexes,39.7
EMR,Eastern Mediterranean,IRN,Iran (Islamic Republic of),2014,Female,4.0
AFR,Africa,GHA,Ghana,2014,Both sexes,4.1
EMR,Eastern Mediterranean,IRQ,Iraq,2014,Female,4.3
AMR,Americas,COL,Colombia,2014,Female,4.6
AMR,Americas,PER,Peru,2014,Female,4.8
AFR,Africa,ZMB,Zambia,2014,Female,4.9
EUR,Europe,EST,Estonia,2014,Male,40.1
EUR,Europe,SRB,Serbia,2014,Female,41.0
SEAR,South-East Asia,BGD,Bangladesh,2014,Both sexes,41.1
EUR,Europe,BGR,Bulgaria,2014,Both sexes,41.1
EUR,Europe,GRC,Greece,2014,Both sexes,41.2
EUR,Europe,SRB,Serbia,2014,Both sexes,41.7
EMR,Eastern Mediterranean,KWT,Kuwait,2014,Male,41.8
SEAR,South-East Asia,TLS,Timor-Leste,2014,Both sexes,41.8
EMR,Eastern Mediterranean,BHR,Bahrain,2014,Male,41.9
EMR,Eastern Mediterranean,IRQ,Iraq,2014,Male,41.9
EUR,Europe,AZE,Azerbaijan,2014,Male,42.0
AMR,Americas,CHL,Chile,2014,Female,42.0
EMR,Eastern Mediterranean,EGY,Egypt,2014,Male,42.0
WPR,Western Pacific,LAO,Lao People's Democratic Republic,2014,Both sexes,42.2
EUR,Europe,SRB,Serbia,2014,Male,42.4
EMR,Eastern Mediterranean,LBN,Lebanon,2014,Both sexes,42.7
WPR,Western Pacific,KOR,Republic of Korea,2014,Male,42.7
WPR,Western Pacific,KHM,Cambodia,2014,Male,43.4
AMR,Americas,CUB,Cuba,2014,Male,43.5
WPR,Western Pacific,FJI,Fiji,2014,Male,43.7
EUR,Europe,RUS,Russian Federation,2014,Male,43.7
SEAR,South-East Asia,LKA,Sri Lanka,2014,Male,43.8
WPR,Western Pacific,WSM,Samoa,2014,Male,43.9
EUR,Europe,MDA,Republic of Moldova,2014,Male,44.2
EUR,Europe,TUR,Turkey,2014,Male,44.2
WPR,Western Pacific,PHL,Philippines,2014,Male,44.3
WPR,Western Pacific,MYS,Malaysia,2014,Male,44.9
EUR,Europe,KAZ,Kazakhstan,2014,Male,45.0
EUR,Europe,UKR,Ukraine,2014,Male,45.1
SEAR,South-East Asia,THA,Thailand,2014,Male,45.5
SEAR,South-East Asia,IND,India,2014,Male,45.7
EUR,Europe,BGR,Bulgaria,2014,Male,46.2
AMR,Americas,CHL,Chile,2014,Both sexes,46.2
EUR,Europe,BLR,Belarus,2014,Male,46.5
AFR,Africa,ZAF,South Africa,2014,Male,46.7
WPR,Western Pacific,VUT,Vanuatu,2014,Male,47.5
EUR,Europe,GRC,Greece,2014,Male,47.8
EUR,Europe,BIH,Bosnia and Herzegovina,2014,Male,48.3
AFR,Africa,MDG,Madagascar,2014,Male,48.7
SEAR,South-East Asia,MMR,Myanmar,2014,Both sexes,48.8
WPR,Western Pacific,TON,Tonga,2014,Male,48.8
WPR,Western Pacific,CHN,China,2014,Male,49.0
EMR,Eastern Mediterranean,LBN,Lebanon,2014,Male,49.3
AFR,Africa,LSO,Lesotho,2014,Male,49.8
AFR,Africa,MUS,Mauritius,2014,Male,49.9
AFR,Africa,ETH,Ethiopia,2014,Both sexes,5.0
AMR,Americas,JAM,Jamaica,2014,Female,5.0
AFR,Africa,NGA,Nigeria,2014,Both sexes,5.2
AFR,Africa,UGA,Uganda,2014,Female,5.2
WPR,Western Pacific,SGP,Singapore,2014,Female,5.3
EUR,Europe,GEO,Georgia,2014,Female,5.4
AFR,Africa,LSO,Lesotho,2014,Female,5.5
AFR,Africa,STP,Sao Tome and Principe,2014,Both sexes,5.6
AMR,Americas,CRI,Costa Rica,2014,Female,5.7
EUR,Europe,MDA,Republic of Moldova,2014,Female,5.8
AMR,Americas,CHL,Chile,2014,Male,50.5
EUR,Europe,LVA,Latvia,2014,Male,51.0
WPR,Western Pacific,TUV,Tuvalu,2014,Both sexes,51.4
EUR,Europe,ALB,Albania,2014,Male,51.7
WPR,Western Pacific,MNG,Mongolia,2014,Male,52.0
EUR,Europe,CYP,Cyprus,2014,Male,52.5
SEAR,South-East Asia,NPL,Nepal,2014,Male,53.4
EUR,Europe,KGZ,Kyrgyzstan,2014,Male,53.5
EMR,Eastern Mediterranean,TUN,Tunisia,2014,Male,53.9
WPR,Western Pacific,NRU,Nauru,2014,Male,54.6
EUR,Europe,ARM,Armenia,2014,Male,54.8
WPR,Western Pacific,KIR,Kiribati,2014,Both sexes,55.2
WPR,Western Pacific,NRU,Nauru,2014,Both sexes,55.7
EUR,Europe,GEO,Georgia,2014,Male,55.9
WPR,Western Pacific,SLB,Solomon Islands,2014,Male,56.1
WPR,Western Pacific,NRU,Nauru,2014,Female,56.8
AMR,Americas,PRY,Paraguay,2014,Female,6.1
WPR,Western Pacific,KOR,Republic of Korea,2014,Female,6.1
AFR,Africa,MWI,Malawi,2014,Female,6.4
AFR,Africa,MOZ,Mozambique,2014,Female,6.5
AFR,Africa,MUS,Mauritius,2014,Female,6.6
SEAR,South-East Asia,IDN,Indonesia,2014,Female,6.8
SEAR,South-East Asia,BGD,Bangladesh,2014,Male,61.3
WPR,Western Pacific,LAO,Lao People's Democratic Republic,2014,Male,65.6
SEAR,South-East Asia,IDN,Indonesia,2014,Male,69.7
WPR,Western Pacific,MNG,Mongolia,2014,Female,7.1
AFR,Africa,SYC,Seychelles,2014,Female,7.3
EUR,Europe,KAZ,Kazakhstan,2014,Female,7.4
AFR,Africa,BDI,Burundi,2014,Female,7.5
AMR,Americas,MEX,Mexico,2014,Female,7.5
AFR,Africa,RWA,Rwanda,2014,Female,7.7
AFR,Africa,GHA,Ghana,2014,Male,7.8
WPR,Western Pacific,TUV,Tuvalu,2014,Male,70.1
WPR,Western Pacific,KIR,Kiribati,2014,Male,71.2
SEAR,South-East Asia,TLS,Timor-Leste,2014,Male,71.8
SEAR,South-East Asia,MMR,Myanmar,2014,Male,73.1
WPR,Western Pacific,PHL,Philippines,2014,Female,8.1
WPR,Western Pacific,KHM,Cambodia,2014,Female,8.2
AFR,Africa,ERI,Eritrea,2014,Both sexes,8.2
AMR,Americas,PAN,Panama,2014,Both sexes,8.3
AFR,Africa,TGO,Togo,2014,Both sexes,8.3
AFR,Africa,NER,Niger,2014,Both sexes,8.4
EUR,Europe,ALB,Albania,2014,Female,8.5
EMR,Eastern Mediterranean,PAK,Pakistan,2014,Female,8.5
AFR,Africa,BEN,Benin,2014,Both sexes,8.7
AMR,Americas,DOM,Dominican Republic,2014,Female,8.8
AMR,Americas,BRB,Barbados,2014,Both sexes,8.9
AMR,Americas,HTI,Haiti,2014,Both sexes,8.9
AFR,Africa,ETH,Ethiopia,2014,Male,9.0
EMR,Eastern Mediterranean,BHR,Bahrain,2014,Female,9.2
AMR,Americas,COL,Colombia,2014,Both sexes,9.3
AFR,Africa,LBR,Liberia,2014,Both sexes,9.3
AFR,Africa,CMR,Cameroon,2014,Both sexes,9.4
AFR,Africa,STP,Sao Tome and Principe,2014,Male,9.4
AFR,Africa,BFA,Burkina Faso,2014,Female,9.5
EMR,Eastern Mediterranean,OMN,Oman,2014,Both sexes,9.6
AFR,Africa,NAM,Namibia,2014,Female,9.7
AFR,Africa,NGA,Nigeria,2014,Male,9.7
SEAR,South-East Asia,PRK,Democratic People's Republic of Korea,2013,Female,0.0
EUR,Europe,AZE,Azerbaijan,2013,Female,0.2
AFR,Africa,ERI,Eritrea,2013,Female,0.4
EMR,Eastern Mediterranean,EGY,Egypt,2013,Female,0.5
AFR,Africa,GHA,Ghana,2013,Female,0.5
AFR,Africa,NGA,Nigeria,2013,Female,0.7
EMR,Eastern Mediterranean,OMN,Oman,2013,Female,0.8
EMR,Eastern Mediterranean,ARE,United Arab Emirates,2013,Female,0.9
AFR,Africa,SEN,Senegal,2013,Female,1.0
AFR,Africa,ETH,Ethiopia,2013,Female,1.1
EMR,Eastern Mediterranean,MAR,Morocco,2013,Female,1.1
AFR,Africa,NER,Niger,2013,Female,1.1
EUR,Europe,UZB,Uzbekistan,2013,Female,1.3
WPR,Western Pacific,MYS,Malaysia,2013,Female,1.4
AFR,Africa,CMR,Cameroon,2013,Female,1.5
AFR,Africa,DZA,Algeria,2013,Female,1.6
EMR,Eastern Mediterranean,QAT,Qatar,2013,Female,1.6
AFR,Africa,ZWE,Zimbabwe,2013,Female,1.6
EUR,Europe,ARM,Armenia,2013,Female,1.8
AFR,Africa,STP,Sao Tome and Principe,2013,Female,1.8
AFR,Africa,BFA,Burkina Faso,2013,Female,10.3
AFR,Africa,SEN,Senegal,2013,Both sexes,10.3
AFR,Africa,NAM,Namibia,2013,Female,10.4
EUR,Europe,BLR,Belarus,2013,Female,10.9
AFR,Africa,SWZ,Eswatini,2013,Both sexes,10.9
AMR,Americas,BHS,Bahamas,2013,Both sexes,11.0
EMR,Eastern Mediterranean,YEM,Yemen,2013,Female,11.0
EUR,Europe,UKR,Ukraine,2013,Female,11.2
AMR,Americas,DOM,Dominican Republic,2013,Both sexes,11.3
AFR,Africa,SLE,Sierra Leone,2013,Female,11.4
WPR,Western Pacific,JPN,Japan,2013,Female,11.5
AMR,Americas,CRI,Costa Rica,2013,Both sexes,11.6
WPR,Western Pacific,FJI,Fiji,2013,Female,12.0
SEAR,South-East Asia,TLS,Timor-Leste,2013,Female,12.1
AFR,Africa,MLI,Mali,2013,Both sexes,12.2
AFR,Africa,TCD,Chad,2013,Both sexes,12.5
AFR,Africa,UGA,Uganda,2013,Both sexes,12.6
AMR,Americas,JAM,Jamaica,2013,Both sexes,12.7
WPR,Western Pacific,TON,Tonga,2013,Female,12.7
WPR,Western Pacific,PLW,Palau,2013,Female,12.8
AFR,Africa,BWA,Botswana,2013,Female,13.2
EUR,Europe,UZB,Uzbekistan,2013,Both sexes,13.2
AFR,Africa,KEN,Kenya,2013,Both sexes,13.3
AMR,Americas,DOM,Dominican Republic,2013,Male,13.4
AMR,Americas,PER,Peru,2013,Both sexes,13.5
AMR,Americas,BRA,Brazil,2013,Female,14.1
AFR,Africa,COM,Comoros,2013,Female,14.1
AMR,Americas,PAN,Panama,2013,Male,14.1
AMR,Americas,SLV,El Salvador,2013,Both sexes,14.2
AFR,Africa,BDI,Burundi,2013,Both sexes,14.3
AMR,Americas,HTI,Haiti,2013,Male,14.3
EMR,Eastern Mediterranean,QAT,Qatar,2013,Both sexes,14.3
AFR,Africa,COG,Congo,2013,Both sexes,14.4
AFR,Africa,CIV,Côte d’Ivoire,2013,Both sexes,14.4
AMR,Americas,COL,Colombia,2013,Male,14.5
AFR,Africa,MDG,Madagascar,2013,Female,14.6
AFR,Africa,TGO,Togo,2013,Male,14.8
EUR,Europe,RUS,Russian Federation,2013,Female,14.9
AFR,Africa,RWA,Rwanda,2013,Both sexes,14.9
AFR,Africa,ZWE,Zimbabwe,2013,Both sexes,14.9
AMR,Americas,GUY,Guyana,2013,Both sexes,15.0
AFR,Africa,NER,Niger,2013,Male,15.4
AFR,Africa,BEN,Benin,2013,Male,15.5
AFR,Africa,MWI,Malawi,2013,Both sexes,15.5
AFR,Africa,TZA,United Republic of Tanzania,2013,Both sexes,15.5
AMR,Americas,BRB,Barbados,2013,Male,15.6
EMR,Eastern Mediterranean,IRN,Iran (Islamic Republic of),2013,Both sexes,15.7
WPR,Western Pacific,BRN,Brunei Darussalam,2013,Both sexes,15.9
AFR,Africa,ZMB,Zambia,2013,Both sexes,15.9
AMR,Americas,CAN,Canada,2013,Female,16.0
WPR,Western Pacific,AUS,Australia,2013,Female,16.1
AFR,Africa,GMB,Gambia,2013,Both sexes,16.1
AMR,Americas,MEX,Mexico,2013,Both sexes,16.1
AMR,Americas,PRY,Paraguay,2013,Both sexes,16.1
SEAR,South-East Asia,IND,India,2013,Female,16.3
WPR,Western Pacific,SGP,Singapore,2013,Both sexes,16.4
AFR,Africa,ERI,Eritrea,2013,Male,16.5
EUR,Europe,TUR,Turkey,2013,Female,16.5
EUR,Europe,ISL,Iceland,2013,Female,16.6
AFR,Africa,LBR,Liberia,2013,Male,16.6
EMR,Eastern Mediterranean,SAU,Saudi Arabia,2013,Both sexes,16.7
EMR,Eastern Mediterranean,MAR,Morocco,2013,Both sexes,16.8
WPR,Western Pacific,NZL,New Zealand,2013,Female,16.8
AMR,Americas,CRI,Costa Rica,2013,Male,17.1
EUR,Europe,ISL,Iceland,2013,Both sexes,17.1
AFR,Africa,MOZ,Mozambique,2013,Both sexes,17.2
AFR,Africa,CMR,Cameroon,2013,Male,17.5
EUR,Europe,ISR,Israel,2013,Female,17.5
EUR,Europe,ISL,Iceland,2013,Male,17.6
WPR,Western Pacific,NZL,New Zealand,2013,Both sexes,17.9
AMR,Americas,CUB,Cuba,2013,Female,18.2
EMR,Eastern Mediterranean,OMN,Oman,2013,Male,18.3
AMR,Americas,BHS,Bahamas,2013,Male,18.4
WPR,Western Pacific,AUS,Australia,2013,Both sexes,18.6
AFR,Africa,BFA,Burkina Faso,2013,Both sexes,18.6
WPR,Western Pacific,WSM,Samoa,2013,Female,18.6
AFR,Africa,ZAF,South Africa,2013,Female,18.9
AFR,Africa,SWZ,Eswatini,2013,Male,19.0
EMR,Eastern Mediterranean,ARE,United Arab Emirates,2013,Both sexes,19.0
WPR,Western Pacific,NZL,New Zealand,2013,Male,19.1
EUR,Europe,ROU,Romania,2013,Female,19.1
AFR,Africa,NAM,Namibia,2013,Both sexes,19.2
SEAR,South-East Asia,PRK,Democratic People's Republic of Korea,2013,Both sexes,19.4
AFR,Africa,DZA,Algeria,2013,Both sexes,19.5
EUR,Europe,LTU,Lithuania,2013,Female,19.5
AFR,Africa,SEN,Senegal,2013,Male,19.6
AMR,Americas,ARG,Argentina,2013,Female,19.7
EUR,Europe,ITA,Italy,2013,Female,19.7
AFR,Africa,UGA,Uganda,2013,Male,19.7
EUR,Europe,FIN,Finland,2013,Female,19.8
AMR,Americas,BRA,Brazil,2013,Both sexes,19.9
WPR,Western Pacific,LAO,Lao People's Democratic Republic,2013,Female,19.9
AFR,Africa,GMB,Gambia,2013,Female,2.0
AFR,Africa,MLI,Mali,2013,Female,2.0
WPR,Western Pacific,CHN,China,2013,Female,2.1
AFR,Africa,CIV,Côte d’Ivoire,2013,Female,2.2
AFR,Africa,TGO,Togo,2013,Female,2.2
AMR,Americas,BRB,Barbados,2013,Female,2.4
AFR,Africa,COG,Congo,2013,Female,2.4
AFR,Africa,LBR,Liberia,2013,Female,2.5
EMR,Eastern Mediterranean,SAU,Saudi Arabia,2013,Female,2.5
AFR,Africa,BEN,Benin,2013,Female,2.6
AMR,Americas,GUY,Guyana,2013,Female,2.8
AFR,Africa,SWZ,Eswatini,2013,Female,2.9
EUR,Europe,PRT,Portugal,2013,Female,20.1
AMR,Americas,JAM,Jamaica,2013,Male,20.3
AMR,Americas,USA,United States of America,2013,Female,20.8
AFR,Africa,BDI,Burundi,2013,Male,20.9
EUR,Europe,SVN,Slovenia,2013,Female,21.0
EMR,Eastern Mediterranean,EGY,Egypt,2013,Both sexes,21.1
EUR,Europe,LUX,Luxembourg,2013,Female,21.1
EUR,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2013,Female,21.1
WPR,Western Pacific,AUS,Australia,2013,Male,21.2
WPR,Western Pacific,SLB,Solomon Islands,2013,Female,21.4
EUR,Europe,AZE,Azerbaijan,2013,Both sexes,21.5
SEAR,South-East Asia,BGD,Bangladesh,2013,Female,21.8
AMR,Americas,CAN,Canada,2013,Both sexes,21.8
EUR,Europe,DNK,Denmark,2013,Female,21.8
AMR,Americas,PER,Peru,2013,Male,21.8
AFR,Africa,RWA,Rwanda,2013,Male,21.8
AMR,Americas,URY,Uruguay,2013,Female,21.8
EUR,Europe,FIN,Finland,2013,Both sexes,21.9
AFR,Africa,TCD,Chad,2013,Male,22.0
AFR,Africa,SYC,Seychelles,2013,Both sexes,22.1
SEAR,South-East Asia,NPL,Nepal,2013,Female,22.2
AFR,Africa,MLI,Mali,2013,Male,22.3
EUR,Europe,DNK,Denmark,2013,Both sexes,22.4
EUR,Europe,NOR,Norway,2013,Female,22.5
EUR,Europe,CYP,Cyprus,2013,Female,22.7
EUR,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2013,Both sexes,22.8
EUR,Europe,CHE,Switzerland,2013,Female,22.9
EUR,Europe,DNK,Denmark,2013,Male,23.0
EMR,Eastern Mediterranean,KWT,Kuwait,2013,Both sexes,23.0
EMR,Eastern Mediterranean,YEM,Yemen,2013,Both sexes,23.0
EUR,Europe,NOR,Norway,2013,Both sexes,23.2
AFR,Africa,KEN,Kenya,2013,Male,23.3
EUR,Europe,NLD,Netherlands,2013,Female,23.3
AFR,Africa,SLE,Sierra Leone,2013,Both sexes,23.3
EUR,Europe,SVN,Slovenia,2013,Both sexes,23.3
AFR,Africa,COM,Comoros,2013,Both sexes,23.4
WPR,Western Pacific,MYS,Malaysia,2013,Both sexes,23.4
EUR,Europe,MLT,Malta,2013,Female,23.4
EMR,Eastern Mediterranean,IRQ,Iraq,2013,Both sexes,23.5
EUR,Europe,BEL,Belgium,2013,Female,23.7
EUR,Europe,LUX,Luxembourg,2013,Both sexes,23.7
SEAR,South-East Asia,LKA,Sri Lanka,2013,Both sexes,23.9
EUR,Europe,LVA,Latvia,2013,Female,24.0
EUR,Europe,NOR,Norway,2013,Male,24.0
EUR,Europe,FIN,Finland,2013,Male,24.1
EUR,Europe,ITA,Italy,2013,Both sexes,24.2
EMR,Eastern Mediterranean,PAK,Pakistan,2013,Both sexes,24.2
EUR,Europe,SVK,Slovakia,2013,Female,24.2
AFR,Africa,MWI,Malawi,2013,Male,24.3
WPR,Western Pacific,JPN,Japan,2013,Both sexes,24.5
AMR,Americas,MEX,Mexico,2013,Male,24.5
EUR,Europe,IRL,Ireland,2013,Female,24.6
EUR,Europe,GBR,United Kingdom of Great Britain and Northern Ireland,2013,Male,24.6
EUR,Europe,POL,Poland,2013,Female,24.7
EUR,Europe,EST,Estonia,2013,Female,24.8
WPR,Western Pacific,KOR,Republic of Korea,2013,Both sexes,25.0
EUR,Europe,MDA,Republic of Moldova,2013,Both sexes,25.0
SEAR,South-East Asia,THA,Thailand,2013,Both sexes,25.0
EUR,Europe,UZB,Uzbekistan,2013,Male,25.0
AFR,Africa,BWA,Botswana,2013,Both sexes,25.2
AMR,Americas,SLV,El Salvador,2013,Male,25.3
EMR,Eastern Mediterranean,BHR,Bahrain,2013,Both sexes,25.5
SEAR,South-East Asia,MMR,Myanmar,2013,Female,25.5
EUR,Europe,SVN,Slovenia,2013,Male,25.5
WPR,Western Pacific,COK,Cook Islands,2013,Female,25.6
EUR,Europe,NLD,Netherlands,2013,Both sexes,25.6
AMR,Americas,PRY,Paraguay,2013,Male,25.6
AMR,Americas,URY,Uruguay,2013,Both sexes,25.6
AMR,Americas,BRA,Brazil,2013,Male,25.7
WPR,Western Pacific,CHN,China,2013,Both sexes,25.9
WPR,Western Pacific,VUT,Vanuatu,2013,Both sexes,25.9
EUR,Europe,CHE,Switzerland,2013,Both sexes,26.1
WPR,Western Pacific,PLW,Palau,2013,Both sexes,26.2
EUR,Europe,BEL,Belgium,2013,Both sexes,26.3
EUR,Europe,LUX,Luxembourg,2013,Male,26.3
AFR,Africa,COG,Congo,2013,Male,26.4
EUR,Europe,IRL,Ireland,2013,Both sexes,26.4
EUR,Europe,KAZ,Kazakhstan,2013,Both sexes,26.5
AMR,Americas,ARG,Argentina,2013,Both sexes,26.6
AFR,Africa,CIV,Côte d’Ivoire,2013,Male,26.6
AFR,Africa,ZMB,Zambia,2013,Male,26.7
AMR,Americas,USA,United States of America,2013,Both sexes,26.8
AFR,Africa,BFA,Burkina Faso,2013,Male,26.9
EUR,Europe,ISR,Israel,2013,Both sexes,26.9
WPR,Western Pacific,PHL,Philippines,2013,Both sexes,26.9
EUR,Europe,PRT,Portugal,2013,Both sexes,26.9
WPR,Western Pacific,KHM,Cambodia,2013,Both sexes,27.0
EMR,Eastern Mediterranean,QAT,Qatar,2013,Male,27.0
EUR,Europe,DEU,Germany,2013,Female,27.1
AFR,Africa,TZA,United Republic of Tanzania,2013,Male,27.1
AMR,Americas,GUY,Guyana,2013,Male,27.2
EMR,Eastern Mediterranean,IRN,Iran (Islamic Republic of),2013,Male,27.2
AFR,Africa,LSO,Lesotho,2013,Both sexes,27.2
EUR,Europe,MLT,Malta,2013,Both sexes,27.3
EUR,Europe,ESP,Spain,2013,Female,27.3
AMR,Americas,CAN,Canada,2013,Male,27.5
WPR,Western Pacific,SGP,Singapore,2013,Male,27.5
AFR,Africa,MOZ,Mozambique,2013,Male,27.6
EUR,Europe,CZE,Czechia,2013,Female,27.8
EUR,Europe,NLD,Netherlands,2013,Male,27.9
AFR,Africa,NAM,Namibia,2013,Male,28.0
WPR,Western Pacific,FJI,Fiji,2013,Both sexes,28.1
EUR,Europe,IRL,Ireland,2013,Male,28.2
EUR,Europe,HUN,Hungary,2013,Female,28.3
AFR,Africa,ZWE,Zimbabwe,2013,Male,28.3
WPR,Western Pacific,BRN,Brunei Darussalam,2013,Male,28.7
EUR,Europe,ITA,Italy,2013,Male,28.7
AFR,Africa,MUS,Mauritius,2013,Both sexes,28.7
EUR,Europe,UKR,Ukraine,2013,Both sexes,28.7
EUR,Europe,KGZ,Kyrgyzstan,2013,Both sexes,28.8
EUR,Europe,ARM,Armenia,2013,Both sexes,28.9
EUR,Europe,BEL,Belgium,2013,Male,28.9
EUR,Europe,BLR,Belarus,2013,Both sexes,29.1
EUR,Europe,ROU,Romania,2013,Both sexes,29.1
EUR,Europe,CHE,Switzerland,2013,Male,29.2
EMR,Eastern Mediterranean,TUN,Tunisia,2013,Both sexes,29.2
EUR,Europe,POL,Poland,2013,Both sexes,29.3
EUR,Europe,LTU,Lithuania,2013,Both sexes,29.4
AMR,Americas,URY,Uruguay,2013,Male,29.4
EUR,Europe,AND,Andorra,2013,Female,29.5
EUR,Europe,DEU,Germany,2013,Both sexes,29.5
